Folder,DateTime,SN,Detect OK Use time,at@gpsengine,Enable GPS Module OK Use time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,GPS Signal Test PASS Use time,Defective
LI5-1834411M,2018-04-04 05:19:39,GH8S-GA2-CRR,4406.812,1,0.61,23.0,48.0,48.0,48.0,48.0,47.0,48.0,48.0,47.0,26.35,0.0
LI5-1834411M,2018-04-04 07:38:09,GHGP-AGD-2XK,4425.196,1,0.61,35.0,47.0,47.0,47.0,48.0,27.0,28.0,49.0,49.0,38.61,0.0
LI5-1834411M,2018-04-04 11:58:31,GHGU-N25-TX4,104.20299999999999,1,3.57,120.0,44.0,45.0,44.0,44.0,44.0,27.0,44.0,44.0,120.23,0.0
LI5-1834411M,2018-04-04 11:19:57,GHJU-47N-UE5,542.97,1,3.57,68.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,71.342,0.0
LI5-1834411M,2018-04-04 06:05:28,GHKH-FWR-HJ8,7139.182,1,0.61,39.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,47.0,42.99,0.0
LI5-1834411M,2018-04-04 08:17:27,GHMT-87W-YZG,6780.831,1,3.58,36.0,48.0,47.0,48.0,48.0,46.0,46.0,28.0,46.0,38.01,0.0
LI5-1834411M,2018-04-04 02:17:36,GHRH-CRE-E8N,4332.41,1,3.57,29.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,41.0,32.26,0.0
LI5-1834411M,2018-04-04 02:15:57,GHU2-2F7-MER,4230.463,1,3.57,35.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,41.0,35.191,0.0
LI5-1834411M,2018-04-04 04:41:19,GHUK-ZBV-RX7,8126.851,1,0.6,36.0,31.0,44.0,44.0,44.0,45.0,45.0,45.0,43.0,38.32,0.0
LI5-1834411M,2018-04-04 03:39:08,GHUN-S3R-2SB,3609.9970000000003,1,0.61,78.0,46.0,46.0,46.0,46.0,44.0,34.0,30.0,44.0,85.5,0.0
LI5-1834411M,2018-04-04 07:55:49,GHVF-Y3T-8AP,5451.996999999999,1,0.61,28.0,47.0,47.0,48.0,48.0,46.0,46.0,28.0,46.0,71.78,0.0
LI5-1834411M,2018-04-04 03:30:07,GJ29-E2N-BUP,1805.246,1,0.61,32.0,30.0,30.0,46.0,46.0,45.0,45.0,45.0,44.0,33.97,0.0
LI5-1834411M,2018-04-04 06:07:57,GJ3T-EGX-JE2,4374.978,1,3.57,30.0,43.0,43.0,43.0,43.0,41.0,41.0,28.0,26.0,33.07,0.0
LI5-1834411M,2018-04-04 04:42:39,GJ4E-VFH-UV7,2173.857,1,3.58,33.0,45.0,46.0,46.0,45.0,46.0,46.0,46.0,47.0,36.32,0.0
LI5-1834411M,2018-04-04 07:30:09,GJ4G-XJ6-XUE,3954.7509999999997,1,0.61,26.0,45.0,45.0,45.0,45.0,27.0,28.0,49.0,49.0,29.03,0.0
LI5-1834411M,2018-04-04 08:48:32,GJ6C-XKD-UJG,8644.61,1,3.57,37.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,48.0,39.25,0.0
LI5-1834411M,2018-04-04 04:06:49,GJDG-KY5-UHD,5327.705,1,3.57,23.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,45.0,25.83,0.0
LI5-1834411M,2018-04-04 08:03:57,GJDK-5F6-4PF,1573.588,1,0.6,34.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,37.07,0.0
LI5-1834411M,2018-04-04 07:05:50,GJDX-BT9-B7C,2209.113,1,0.61,25.0,46.0,46.0,46.0,47.0,31.0,32.0,46.0,46.0,28.95,0.0
LI5-1834411M,2018-04-04 00:00:36,GJK2-NUX-ZRG,1249.223,1,0.61,31.0,46.0,47.0,46.0,47.0,45.0,45.0,27.0,45.0,34.22,0.0
LI5-1834411M,2018-04-04 01:30:27,GJNW-B8E-MUV,6211.684,1,0.6,28.0,42.0,43.0,43.0,42.0,42.0,43.0,43.0,42.0,31.27,0.0
LI5-1834411M,2018-04-04 09:06:09,GJPU-XMN-DKW,9699.921,1,3.57,37.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,40.95,0.0
LI5-1834411M,2018-04-04 11:23:57,GJR7-UNB-RAB,735.4889999999999,1,3.58,119.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,120.42,1.0
LI5-1834411M,2018-04-04 01:39:56,GJVH-2TH-89B,2068.99,1,3.58,34.0,42.0,41.0,42.0,41.0,42.0,42.0,42.0,41.0,35.6,0.0
LI5-1834411M,2018-04-04 01:28:49,GJWY-JDF-3RR,692.758,1,0.61,35.0,30.0,45.0,45.0,46.0,26.0,37.0,36.0,36.0,37.441,0.0
LI5-1834411M,2018-04-04 12:05:07,GJZD-PWZ-XYR,532.15,1,3.58,35.0,33.0,33.0,33.0,33.0,44.0,27.0,44.0,44.0,96.83,0.0
LI5-1834411M,2018-04-04 01:25:19,GJZV-FW5-RNC,485.546,1,0.61,32.0,36.0,36.0,36.0,36.0,26.0,37.0,36.0,36.0,34.66,0.0
LI5-1834411M,2018-04-04 12:24:22,GK2U-998-B72,973.04,1,3.58,120.0,34.0,33.0,34.0,34.0,33.0,33.0,34.0,33.0,120.18,1.0
LI5-1834411M,2018-04-04 05:20:47,GK38-YD2-S7G,1460.2320000000002,1,0.6,37.0,42.0,42.0,42.0,42.0,41.0,41.0,28.0,26.0,120.74,0.0
LI5-1834411M,2018-04-04 06:23:32,GK82-PZJ-BUM,6174.146,1,0.61,35.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,37.02,0.0
LI5-1834411M,2018-04-04 05:16:01,GKAU-74P-BZB,4176.237,1,0.61,33.0,48.0,48.0,48.0,48.0,47.0,46.0,47.0,47.0,38.93,0.0
LI5-1834411M,2018-04-04 07:57:39,GKD5-GUB-E7T,5606.665,1,0.61,24.0,49.0,49.0,49.0,49.0,46.0,46.0,28.0,46.0,27.12,0.0
LI5-1834411M,2018-04-04 02:36:26,GKGT-P67-DWW,645.356,1,0.6,25.0,46.0,46.0,46.0,46.0,46.0,30.0,45.0,46.0,26.76,0.0
LI5-1834411M,2018-04-04 08:56:08,GKHP-KE9-9WP,9101.53,1,3.58,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,38.32,0.0
LI5-1834411M,2018-04-04 06:14:09,GKJS-JTD-SJJ,7664.554,1,3.57,32.0,47.0,47.0,47.0,46.0,47.0,46.0,29.0,47.0,35.66,0.0
LI5-1834411M,2018-04-04 11:46:02,GKP3-JKU-VF2,3670.5890000000004,1,0.6,31.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0,43.0,34.38,0.0
LI5-1834411M,2018-04-04 06:58:50,GKR4-G5F-AVA,1788.277,1,0.61,26.0,46.0,46.0,46.0,47.0,28.0,45.0,27.0,45.0,29.76,0.0
LI5-1834411M,2018-04-04 11:36:58,GKT6-UUB-WSW,3090.0009999999997,1,0.6,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,72.38,0.0
LI5-1834411M,2018-04-04 06:04:57,GKTF-APJ-EYX,4196.209,1,0.6,31.0,42.0,42.0,42.0,42.0,41.0,41.0,28.0,26.0,34.82,0.0
LI5-1834411M,2018-04-04 03:36:20,GKWD-PP4-YSB,3497.388,1,0.61,27.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,29.0,30.1,0.0
LI5-1834411M,2018-04-04 02:04:23,GKWV-XBN-A8M,3536.618,1,0.61,34.0,44.0,45.0,45.0,45.0,45.0,44.0,44.0,41.0,37.971,0.0
LI5-1834411M,2018-04-04 08:50:09,GKYS-36M-7SN,8754.078000000001,1,3.58,24.0,48.0,48.0,47.0,48.0,48.0,48.0,48.0,48.0,26.76,0.0
LI5-1834411M,2018-04-04 03:11:24,GKZ7-9HC-HHN,677.622,1,0.61,36.0,29.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,38.431,0.0
LI5-1834411M,2018-04-04 03:59:28,GKZM-498-GYY,761.653,1,3.57,36.0,47.0,47.0,48.0,47.0,45.0,45.0,46.0,45.0,38.83,0.0
LI5-1834411M,2018-04-04 03:50:57,GKZT-R4T-ACY,1344.8770000000002,1,0.61,36.0,46.0,47.0,46.0,46.0,47.0,46.0,47.0,46.0,37.44,0.0
LI5-1834411M,2018-04-04 00:03:04,GKZY-PRG-AY5,1394.101,1,0.61,36.0,45.0,45.0,45.0,45.0,28.0,45.0,45.0,45.0,38.311,0.0
LI5-1834411M,2018-04-04 04:49:19,GM46-SPY-F7V,522.264,1,3.58,30.0,47.0,47.0,47.0,46.0,28.0,43.0,30.0,44.0,32.85,0.0
LI5-1834411M,2018-04-04 03:27:38,GM4A-REU-3HG,2968.1659999999997,1,0.61,34.0,42.0,41.0,42.0,42.0,46.0,47.0,46.0,44.0,37.33,0.0
LI5-1834411M,2018-04-04 03:14:09,GM5B-38S-DTA,846.9889999999999,1,3.57,28.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,44.0,31.14,0.0
LI5-1834411M,2018-04-04 03:33:59,GM6W-GEZ-DXG,324.036,1,0.61,38.0,26.0,46.0,46.0,26.0,47.0,46.0,46.0,47.0,40.24,0.0
LI5-1834411M,2018-04-04 03:16:01,GMAF-AWK-NPY,954.005,1,3.57,35.0,46.0,46.0,46.0,45.0,44.0,44.0,45.0,44.0,36.12,0.0
LI5-1834411M,2018-04-04 07:44:35,GMJC-VKW-876,4765.608,1,3.57,22.0,47.0,48.0,48.0,48.0,43.0,43.0,28.0,49.0,81.22,0.0
LI5-1834411M,2018-04-04 08:10:57,GMXJ-RBK-GT8,6389.36,1,0.65,39.0,47.0,47.0,48.0,48.0,46.0,46.0,28.0,46.0,42.411,0.0
LI5-1834411M,2018-04-04 08:00:35,GN2W-3ES-7ST,1674.582,1,0.61,36.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0,44.0,39.27,0.0
LI5-1834411M,2018-04-04 11:32:39,GN6U-8EF-FZ9,2792.65,1,0.6,120.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,120.301,1.0
LI5-1834411M,2018-04-04 03:42:50,GNB3-2KU-RH7,3887.679,1,0.61,26.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,29.81,0.0
LI5-1834411M,2018-04-04 02:48:57,GNCW-5EF-5FU,1397.9189999999999,1,0.6,22.0,29.0,30.0,44.0,44.0,44.0,28.0,44.0,44.0,25.141,0.0
LI5-1834411M,2018-04-04 03:56:58,GNF8-SAC-84K,610.694,1,3.57,36.0,46.0,47.0,47.0,47.0,45.0,45.0,46.0,45.0,39.77,0.0
LI5-1834411M,2018-04-04 04:39:37,GNFH-JV7-W8K,1925.418,1,0.61,44.0,46.0,47.0,46.0,46.0,47.0,47.0,48.0,47.0,105.72,0.0
LI5-1834411M,2018-04-04 03:20:00,GNKY-9TV-M2W,2727.103,1,0.61,36.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,47.0,39.92,0.0
LI5-1834411M,2018-04-04 01:02:56,GNPS-FFT-ZJ4,4556.774,1,0.6,33.0,41.0,41.0,40.0,41.0,40.0,40.0,41.0,40.0,35.15,0.0
LI5-1834411M,2018-04-04 01:09:36,GNSJ-537-DN6,259.04400000000004,1,0.61,26.0,43.0,43.0,43.0,44.0,44.0,43.0,43.0,43.0,28.52,0.0
LI5-1834411M,2018-04-04 04:46:57,GNZW-2JW-ZGM,8467.687,1,3.57,29.0,45.0,30.0,30.0,45.0,45.0,45.0,45.0,46.0,32.52,0.0
LI5-1834411M,2018-04-04 00:57:02,GP29-CTV-NVU,4632.662,1,0.61,35.0,45.0,45.0,46.0,46.0,28.0,45.0,45.0,45.0,36.81,0.0
LI5-1834411M,2018-04-04 01:33:02,GP2H-XFM-ZFH,933.543,1,3.57,31.0,43.0,29.0,43.0,44.0,44.0,44.0,44.0,44.0,46.73,0.0
LI5-1834411M,2018-04-04 08:31:39,GP37-ZND-4NV,7630.55,1,0.61,40.0,45.0,45.0,45.0,45.0,46.0,46.0,28.0,46.0,43.25,0.0
LI5-1834411M,2018-04-04 04:58:09,GP8A-J3V-UN4,147.27,1,0.6,19.0,43.0,28.0,43.0,43.0,42.0,42.0,42.0,42.0,75.69,0.0
LI5-1834411M,2018-04-04 03:42:52,GPA6-5DG-PDU,860.3389999999999,1,0.61,35.0,46.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,36.95,0.0
LI5-1834411M,2018-04-04 09:15:09,GPC8-PF5-N57,10241.676,1,0.61,39.0,42.0,42.0,42.0,42.0,48.0,48.0,48.0,48.0,42.19,0.0
LI5-1834411M,2018-04-04 04:32:27,GPDH-7RC-SWY,7604.896,1,0.6,25.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0,28.54,0.0
LI5-1834411M,2018-04-04 07:06:39,GPF5-XKT-W8P,2546.285,1,0.61,24.0,47.0,47.0,33.0,47.0,27.0,28.0,49.0,49.0,27.77,0.0
LI5-1834411M,2018-04-04 01:07:36,GPG8-K9A-5BT,127.68799999999999,1,0.61,36.0,44.0,44.0,44.0,45.0,44.0,44.0,44.0,44.0,39.87,0.0
LI5-1834411M,2018-04-04 04:55:27,GPK9-3EC-55R,17.848,1,0.6,29.0,43.0,28.0,43.0,43.0,44.0,43.0,43.0,43.0,31.81,0.0
LI5-1834411M,2018-04-04 03:21:21,GPMS-NUN-E3B,3322.82,1,3.57,38.0,45.0,45.0,45.0,44.0,42.0,42.0,30.0,44.0,41.3,0.0
LI5-1834411M,2018-04-04 04:27:09,GPN5-Z9Y-XNK,1254.925,1,0.61,25.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,28.19,0.0
LI5-1834411M,2018-04-04 02:07:36,GPP8-6CN-2PW,3739.183,1,3.58,22.0,43.0,43.0,43.0,44.0,44.0,43.0,43.0,41.0,25.43,0.0
LI5-1834411M,2018-04-04 04:11:49,GPRF-JXU-2U4,5625.491,1,0.61,27.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,45.0,31.02,0.0
LI5-1834411M,2018-04-04 03:45:24,GPTN-J7R-M87,1013.605,1,0.61,33.0,46.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,35.69,0.0
LI5-1834411M,2018-04-04 02:34:24,GPUG-K7N-VRU,453.11,1,3.57,33.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,44.0,93.98,0.0
LI5-1834411M,2018-04-04 04:16:56,GPUG-T4Y-BNN,6665.269,1,0.6,34.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,36.87,0.0
LI5-1834411M,2018-04-04 03:22:44,GPVP-46E-UZU,2669.973,1,3.57,35.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,44.0,38.55,0.0
LI5-1834411M,2018-04-04 11:02:01,GPVT-6BV-E29,1009.793,1,0.6,53.0,42.0,42.0,42.0,42.0,32.0,32.0,32.0,32.0,55.54,0.0
LI5-1834411M,2018-04-04 07:47:27,GPWD-G6S-UMB,587.2180000000001,1,0.6,30.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,33.42,0.0
LI5-1834411M,2018-04-04 06:41:44,GPXM-WPP-ZZK,1077.319,1,0.6,28.0,42.0,42.0,42.0,42.0,42.0,42.0,29.0,41.0,78.45,0.0
LI5-1834411M,2018-04-04 05:50:50,GPXS-6DS-9B5,6261.0,1,3.58,26.0,46.0,28.0,46.0,47.0,46.0,46.0,46.0,47.0,40.2,0.0
LI5-1834411M,2018-04-04 01:00:21,GPYD-NWM-8SN,4339.306,1,3.57,36.0,40.0,40.0,40.0,40.0,43.0,43.0,43.0,43.0,94.64,0.0
LI5-1834411M,2018-04-04 02:30:36,GR2R-XVV-929,1603.356,1,0.61,32.0,29.0,42.0,42.0,42.0,46.0,45.0,29.0,45.0,62.28,0.0
LI5-1834411M,2018-04-04 01:37:50,GR4Y-VXG-PUB,1231.589,1,0.61,36.0,47.0,47.0,47.0,46.0,46.0,47.0,47.0,44.0,39.65,0.0
LI5-1834411M,2018-04-04 03:05:36,GR67-7TH-JFX,1865.33,1,3.58,31.0,45.0,45.0,46.0,46.0,46.0,46.0,46.0,47.0,34.7,0.0
LI5-1834411M,2018-04-04 03:57:41,GRBH-97X-G7R,4770.09,1,0.61,35.0,45.0,45.0,45.0,46.0,45.0,45.0,45.0,45.0,38.4,0.0
LI5-1834411M,2018-04-04 03:40:09,GRBH-W4K-PB2,2407.319,1,3.57,28.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,46.0,30.8,0.0
LI5-1834411M,2018-04-04 04:20:08,GRCJ-XYX-CB8,6116.965999999999,1,0.61,35.0,47.0,47.0,47.0,46.0,47.0,47.0,46.0,45.0,38.53,0.0
LI5-1834411M,2018-04-04 11:34:32,GRHD-FXN-6NN,2998.97,1,3.56,25.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,28.55,0.0
LI5-1834411M,2018-04-04 08:14:57,GRNE-HW4-UNV,6630.215,1,0.61,38.0,48.0,48.0,48.0,48.0,46.0,46.0,28.0,46.0,41.61,0.0
LI5-1834411M,2018-04-04 02:35:55,GRVJ-YHK-92D,1863.93,1,0.61,119.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,120.11,1.0
LI5-1834411M,2018-04-04 04:05:21,GRX9-S53-3J8,5969.558000000001,1,0.6,34.0,43.0,44.0,43.0,43.0,44.0,44.0,44.0,43.0,37.87,0.0
LI5-1834411M,2018-04-04 01:05:36,GRXW-DY5-ZR7,6.1,1,0.61,38.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,41.44,0.0
LI5-1834411M,2018-04-04 04:23:39,GRZ2-U6S-M3C,1039.619,1,0.61,30.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,33.49,0.0
LI5-1834411M,2018-04-04 01:38:57,GS4T-N4R-CT8,6712.557,1,0.6,37.0,45.0,44.0,45.0,45.0,45.0,44.0,44.0,44.0,40.4,0.0
LI5-1834411M,2018-04-04 05:58:38,GS5V-B9F-EGP,6737.246999999999,1,0.61,33.0,47.0,47.0,48.0,47.0,46.0,46.0,46.0,47.0,34.91,0.0
LI5-1834411M,2018-04-04 03:14:13,GS84-BYT-SEZ,2161.085,1,3.58,34.0,47.0,47.0,47.0,47.0,46.0,45.0,46.0,45.0,36.41,0.0
LI5-1834411M,2018-04-04 04:44:48,GS9P-8WP-56X,249.982,1,0.61,36.0,46.0,46.0,47.0,47.0,28.0,43.0,30.0,44.0,37.12,0.0
LI5-1834411M,2018-04-04 03:06:09,GSCM-CC7-8T6,363.408,1,3.57,31.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,34.72,0.0
LI5-1834411M,2018-04-04 01:34:25,GSDT-33N-A5D,1738.106,1,3.57,35.0,43.0,42.0,43.0,42.0,43.0,43.0,43.0,43.0,35.52,0.0
LI5-1834411M,2018-04-04 01:46:57,GSFX-23Y-R66,7207.628000000001,1,0.6,23.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,41.0,25.33,0.0
LI5-1834411M,2018-04-04 05:23:27,GSJ5-VM5-PXK,1705.5279999999998,1,0.6,32.0,43.0,43.0,43.0,43.0,41.0,41.0,28.0,26.0,35.45,0.0
LI5-1834411M,2018-04-04 02:29:45,GSMY-RNU-A72,234.486,1,0.6,34.0,44.0,43.0,44.0,44.0,44.0,26.0,44.0,44.0,36.56,0.0
LI5-1834411M,2018-04-04 04:59:56,GSSJ-UXR-GB7,305.008,1,0.6,23.0,41.0,28.0,41.0,41.0,41.0,41.0,41.0,41.0,24.94,0.0
LI5-1834411M,2018-04-04 03:16:39,GSYM-W78-JX8,2965.074,1,0.6,120.0,46.0,46.0,47.0,46.0,43.0,43.0,43.0,44.0,120.72,1.0
LI5-1834411M,2018-04-04 07:49:49,GSZM-9EJ-8M9,5080.575,1,0.61,37.0,45.0,45.0,45.0,28.0,46.0,46.0,28.0,46.0,83.22,0.0
LI5-1834411M,2018-04-04 03:55:05,GT5C-9ZJ-HY4,496.958,1,0.61,38.0,43.0,43.0,43.0,44.0,45.0,45.0,46.0,45.0,43.49,0.0
LI5-1834411M,2018-04-04 03:56:26,GT5K-BXC-Y74,5426.781999999999,1,0.6,37.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,39.69,0.0
LI5-1834411M,2018-04-04 01:43:27,GT66-PU6-U58,6987.311,1,3.57,29.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,32.67,0.0
LI5-1834411M,2018-04-04 11:24:43,GTAR-DGK-73E,2301.5879999999997,1,3.57,119.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,120.11,0.0
LI5-1834411M,2018-04-04 02:54:16,GTC4-53J-ZPA,1699.056,1,3.57,38.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,44.0,40.04,0.0
LI5-1834411M,2018-04-04 05:01:44,GTCM-SWM-9VT,396.19599999999997,1,0.6,39.0,43.0,42.0,43.0,43.0,41.0,41.0,41.0,41.0,41.75,0.0
LI5-1834411M,2018-04-04 02:38:23,GTMX-JN9-HRD,750.725,1,3.57,33.0,45.0,46.0,46.0,46.0,46.0,30.0,45.0,46.0,35.64,0.0
LI5-1834411M,2018-04-04 02:44:39,GTUG-KPJ-HB6,2466.687,1,3.58,34.0,47.0,47.0,47.0,47.0,43.0,43.0,30.0,43.0,38.02,0.0
LI5-1834411M,2018-04-04 08:02:59,GTUK-2YD-FH3,9602.046999999999,1,0.61,35.0,46.0,46.0,45.0,45.0,41.0,41.0,41.0,41.0,38.51,0.0
LI5-1834411M,2018-04-04 03:33:21,GTUK-5JD-648,4050.877,1,0.6,33.0,45.0,44.0,45.0,45.0,45.0,45.0,45.0,44.0,36.24,0.0
LI5-1834411M,2018-04-04 11:50:27,GTWT-3Z4-Y5B,1139.983,1,0.61,22.0,36.0,35.0,36.0,35.0,33.0,33.0,33.0,32.0,23.66,0.0
LI5-1834411M,2018-04-04 03:18:27,GTYF-8YB-5MZ,2408.781,1,0.61,35.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,45.69,0.0
LI5-1834411M,2018-04-04 08:53:55,GTZK-V39-F2M,8973.544,1,0.61,34.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,36.27,0.0
LI5-1834411M,2018-04-04 01:00:52,GU3C-WVX-FGH,4804.218,1,0.61,40.0,40.0,40.0,40.0,40.0,28.0,45.0,45.0,45.0,96.27,0.0
LI5-1834411M,2018-04-04 06:38:57,GU7Z-YT6-DZ5,957.323,1,0.6,28.0,42.0,43.0,42.0,42.0,42.0,42.0,29.0,41.0,31.45,0.0
LI5-1834411M,2018-04-04 02:36:36,GUA2-HC6-AET,135.852,1,0.61,24.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,27.08,0.0
LI5-1834411M,2018-04-04 07:51:27,GUEE-AVK-3WJ,5220.791,1,0.61,39.0,47.0,47.0,47.0,47.0,46.0,46.0,28.0,46.0,40.99,0.0
LI5-1834411M,2018-04-04 03:36:37,GUHB-RNU-5YJ,2192.601,1,3.57,32.0,27.0,45.0,45.0,45.0,46.0,45.0,45.0,46.0,33.616,0.0
LI5-1834411M,2018-04-04 03:16:07,GUM7-6BK-5YX,2273.9429999999998,1,3.57,34.0,46.0,46.0,46.0,46.0,46.0,45.0,46.0,45.0,37.58,0.0
LI5-1834411M,2018-04-04 08:01:56,GUMK-ZKC-N3U,1459.43,1,3.56,26.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,41.0,27.35,0.0
LI5-1834411M,2018-04-04 09:03:53,GUMR-FVK-8X8,9566.913,1,3.58,34.0,48.0,48.0,48.0,48.0,46.0,46.0,46.0,46.0,37.98,0.0
LI5-1834411M,2018-04-04 03:35:01,GUSZ-W5E-9UM,2054.4120000000003,1,0.61,23.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,44.0,78.70100000000001,0.0
LI5-1834411M,2018-04-04 02:50:09,GUTC-DC4-W52,2804.237,1,3.58,27.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,30.471,0.0
LI5-1834411M,2018-04-04 04:21:38,GUTE-J73-MSC,921.663,1,0.61,28.0,47.0,31.0,47.0,47.0,47.0,47.0,47.0,47.0,30.43,0.0
LI5-1834411M,2018-04-04 03:43:56,GUUH-CA4-NK8,4696.652,1,0.6,23.0,44.0,45.0,44.0,44.0,45.0,44.0,45.0,44.0,25.45,0.0
LI5-1834411M,2018-04-04 07:14:09,GUWV-S3E-SMX,2992.438,1,0.61,28.0,28.0,48.0,48.0,47.0,27.0,28.0,49.0,49.0,31.33,0.0
LI5-1834411M,2018-04-04 01:19:50,GUZE-XWB-F7F,146.842,1,3.57,38.0,44.0,43.0,44.0,44.0,44.0,43.0,44.0,43.0,41.42,0.0
LI5-1834411M,2018-04-04 07:07:44,GV4N-38D-ANE,2315.841,1,0.61,35.0,44.0,44.0,44.0,45.0,31.0,32.0,46.0,46.0,36.6,0.0
LI5-1834411M,2018-04-04 04:18:41,GV74-M5U-34V,6769.847,1,0.6,36.0,45.0,45.0,28.0,44.0,44.0,44.0,44.0,43.0,37.41,0.0
LI5-1834411M,2018-04-04 07:41:39,GV83-DWW-SAX,4647.48,1,0.61,24.0,43.0,43.0,30.0,43.0,43.0,43.0,28.0,49.0,26.31,0.0
LI5-1834411M,2018-04-04 06:02:08,GV87-P3V-9BN,4887.872,1,0.61,36.0,45.0,45.0,45.0,45.0,28.0,43.0,30.0,44.0,39.27,0.0
LI5-1834411M,2018-04-04 04:56:44,GVFP-3SW-B2K,965.685,1,0.61,35.0,46.0,46.0,46.0,46.0,28.0,43.0,30.0,44.0,37.43,0.0
LI5-1834411M,2018-04-04 09:01:30,GVG3-DJF-FGZ,9424.657,1,3.57,34.0,45.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0,37.23,0.0
LI5-1834411M,2018-04-04 11:41:24,GVGJ-SC2-43P,3366.692,1,0.6,59.0,40.0,40.0,40.0,40.0,27.0,34.0,34.0,33.0,60.27,0.0
LI5-1834411M,2018-04-04 08:58:54,GVMD-FDE-FGP,9272.449,1,0.61,34.0,46.0,47.0,46.0,47.0,47.0,47.0,47.0,46.0,36.36,0.0
LI5-1834411M,2018-04-04 02:11:08,GVPE-7N3-3ZS,453.30800000000005,1,3.57,38.0,31.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,40.37,0.0
LI5-1834411M,2018-04-04 02:00:02,GVS2-MTJ-NGK,3543.364,1,3.57,35.0,44.0,45.0,45.0,45.0,46.0,46.0,46.0,45.0,35.631,0.0
LI5-1834411M,2018-04-04 01:36:58,GVSH-4VS-KRM,6514.009,1,0.6,119.0,44.0,43.0,44.0,44.0,44.0,43.0,44.0,44.0,120.05,1.0
LI5-1834411M,2018-04-04 03:47:06,GVSP-62K-4DE,1119.173,1,0.61,29.0,46.0,47.0,46.0,46.0,47.0,46.0,47.0,46.0,32.14,0.0
LI5-1834411M,2018-04-04 07:48:38,GVUF-UF3-FZP,957.169,1,3.57,34.0,45.0,45.0,46.0,46.0,43.0,43.0,43.0,43.0,36.72,0.0
LI5-1834411M,2018-04-04 02:31:26,GVUW-PDC-ZFK,340.394,1,0.6,29.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,31.65,0.0
LI5-1834411M,2018-04-04 03:59:27,GVVF-U26-8P8,5614.343000000001,1,0.6,35.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,44.0,38.78,0.0
LI5-1834411M,2018-04-04 12:45:35,GVYS-TER-MTJ,76.961,1,0.61,36.0,34.0,34.0,34.0,34.0,34.0,34.0,27.0,34.0,65.83,0.0
